OFFENSE_CODE,DISTRICT,SHOOTING,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,DAY,LATITUDE,LONGITUDE,REPORTING_AREA_STR
3115,B2,,2018,8,Wednesday,2,Part Three,HIGHLAND AVE,8,42.32910458,-71.09292261,291.0
3112,B2,,2018,8,Wednesday,0,Part Three,ROCKLAND ST,8,42.32281352,-71.08685352,298.0
613,A1,,2018,8,Wednesday,1,Part One,CAUSEWAY ST,8,42.3649755,-71.062044,75.0
3410,C11,,2018,8,Tuesday,22,Part Three,EAST ST,7,42.30758168,-71.05883879,347.0
423,C11,,2018,8,Wednesday,1,Part One,WILLIAM T MORRISSEY BLVD,8,42.29767279,-71.04941018,370.0
3301,C11,,2018,8,Wednesday,1,Part Three,ADAMS ST,8,42.30497366,-71.06134412,347.0
3114,A1,,2018,8,Wednesday,1,Part Three,BEDFORD ST,8,0.0,0.0,nan
413,B3,Y,2018,8,Wednesday,1,Part One,ITASCA ST,8,42.27718001,-71.09870916,470.0
1402,B3,Y,2018,8,Wednesday,1,Part Two,ITASCA ST,8,42.27718001,-71.09870916,470.0
1832,E18,,2018,8,Wednesday,0,Part Two,HYDE PARK AVE,8,42.25546877,-71.12417959,521.0
3301,E13,,2018,8,Wednesday,0,Part Three,IFFLEY RD,8,42.31236627,-71.0993374,572.0
1501,B3,,2018,8,Wednesday,0,Part Two,HARVARD ST,8,0.0,0.0,nan
2647,E5,,2018,8,Tuesday,20,Part Two,FAWNDALE RD,7,42.28906908,-71.12116753,563.0
301,A7,,2018,8,Tuesday,23,Part One,BENNINGTON ST,7,42.37684713,-71.03367179,22.0
301,A7,,2018,8,Tuesday,23,Part One,MARION ST,7,42.37817244,-71.03729943,24.0
413,A7,,2018,8,Tuesday,23,Part One,MARION ST,7,42.37817244,-71.03729943,24.0
1806,A1,,2018,8,Tuesday,23,Part Two,NEW SUDBURY ST,7,42.36183857,-71.05976489,77.0
1874,A1,,2018,8,Tuesday,23,Part Two,NEW SUDBURY ST,7,42.36183857,-71.05976489,77.0
3802,C11,,2018,8,Tuesday,22,Part Three,ADAMS ST,7,0.0,0.0,nan
3111,D14,,2018,8,Tuesday,23,Part Three,CAMBRIDGE ST,7,42.35515405,-71.13363463,803.0
3111,D14,,2018,8,Tuesday,23,Part Three,CAMBRIDGE ST,7,42.35515405,-71.13363463,803.0
1842,A1,,2018,8,Tuesday,22,Part Two,KNAPP ST,7,42.35123423,-71.06213842,117.0
3503,B2,,2018,8,Tuesday,22,Part Three,RUGGLES ST,7,42.3317482,-71.08365659,276.0
3111,D14,,2018,8,Tuesday,23,Part Three,COMMONWEALTH AVE,7,42.35073963,-71.13047909,796.0
3114,D14,,2018,8,Tuesday,22,Part Three,BARROWS ST,7,42.35280917,-71.13816717,795.0
2647,B2,,2018,8,Tuesday,22,Part Two,LAWRENCE AVE,7,42.31161123,-71.076256,328.0
2629,D4,,2018,8,Tuesday,22,Part Two,HUNTINGTON AVE,7,42.34091586,-71.08771531,618.0
361,D4,,2018,8,Tuesday,21,Part One,HUNTINGTON AVE,7,42.34091586,-71.08771531,618.0
3410,C11,,2018,8,Tuesday,21,Part Three,COLEMAN ST,7,42.30776342,-71.06683062,335.0
2900,C11,,2018,8,Tuesday,21,Part Two,COLEMAN ST,7,42.30776342,-71.06683062,335.0
3802,B2,,2018,8,Tuesday,21,Part Three,HUMBOLDT AVE,7,0.0,0.0,nan
3006,A7,,2018,8,Tuesday,22,Part Three,PRINCETON ST,7,42.38043397,-71.02817842,17.0
3109,C11,,2018,8,Tuesday,22,Part Three,SCHOOL ST,7,0.0,0.0,nan
3115,D4,,2018,8,Tuesday,18,Part Three,MASSACHUSETTS AVE,7,42.33903373,-71.07997273,156.0
522,B2,,2018,8,Tuesday,18,Part One,WASHINGTON ST,7,42.31795048,-71.09617099,304.0
522,D4,,2018,8,Tuesday,9,Part One,BOYLSTON ST,7,42.34601613,-71.0938121,624.0
3115,B2,,2018,8,Tuesday,21,Part Three,DEWITT DR,7,42.33314815,-71.08467709,276.0
3410,B3,,2018,8,Tuesday,21,Part Three,MORTON ST,7,42.2775432,-71.07795019,943.0
3802,D4,,2018,8,Tuesday,15,Part Three,HUNTINGTON AVE,7,0.0,0.0,nan
2657,B2,,2018,8,Tuesday,21,Part Two,MARCELLA ST,7,42.3207858,-71.09316876,305.0
3006,A1,,2018,8,Tuesday,18,Part Three,CITY HALL PLZ,7,42.35972137,-71.0585236,92.0
619,B2,,2018,8,Tuesday,20,Part One,HOLBORN ST,7,42.31407167,-71.08010711,323.0
3006,A15,,2018,8,Tuesday,21,Part Three,DUNSTABLE ST,7,42.376852,-71.06887255,58.0
3201,D4,,2018,8,Thursday,16,Part Three,SAINT STEPHEN ST,2,42.34150501,-71.08833674,618.0
3115,E5,,2018,8,Tuesday,20,Part Three,GEORGETOWNE DR,7,42.25943465,-71.14798064,822.0
3820,A7,,2018,8,Tuesday,20,Part Three,GOVE ST,7,42.37238599,-71.03887213,28.0
3301,E5,,2018,8,Tuesday,19,Part Three,ARCHDALE RD,7,42.29258397,-71.12107609,941.0
3006,D14,,2018,8,Tuesday,20,Part Three,JETTE CT,7,42.3468275,-71.14319087,938.0
1831,C6,,2018,8,Tuesday,18,Part Two,SOUTHAMPTON ST,7,42.32962107,-71.05763827,174.0
619,C6,,2018,8,Tuesday,21,Part One,ISLAND VIEW PL,7,42.32027827,-71.041912,913.0
613,A1,,2018,8,Tuesday,19,Part One,WASHINGTON ST,7,42.35512339,-71.0608798,112.0
3803,D4,,2018,8,Tuesday,20,Part Three,BERKELEY ST,7,42.35125126,-71.07305182,129.0
3803,A15,,2018,8,Tuesday,20,Part Three,ALFORD ST,7,42.38756668,-71.07238035,48.0
3301,D4,,2018,8,Tuesday,18,Part Three,WESTLAND AVE,7,42.34376458,-71.08866865,619.0
3114,D4,,2018,8,Tuesday,12,Part Three,HEMENWAY ST,7,42.34587157,-71.08938851,620.0
3115,E18,,2018,8,Tuesday,19,Part Three,SUMMIT ST,7,42.24875808,-71.11522821,516.0
3811,E5,,2018,8,Tuesday,19,Part Three,KITTREDGE ST,7,42.28505449,-71.12962801,680.0
1845,B3,,2018,8,Tuesday,20,Part Two,BLUE HILL AVE,7,42.28482577,-71.09137369,465.0
1874,B3,,2018,8,Tuesday,20,Part Two,BLUE HILL AVE,7,42.28482577,-71.09137369,465.0
614,D14,,2018,8,Thursday,20,Part One,GLENVILLE AVE,2,42.34900457,-71.13649962,794.0
3115,A1,,2018,8,Tuesday,17,Part Three,NEW SUDBURY ST,7,42.36183857,-71.05976489,77.0
3114,D4,,2018,8,Tuesday,18,Part Three,E NEWTON ST,7,42.33845708,-71.07309843,168.0
1842,E13,,2018,8,Tuesday,19,Part Two,AMORY ST,7,42.32133813,-71.09924423,303.0
3801,A7,,2018,8,Friday,16,Part Three,HAVRE ST,3,42.37142499,-71.03971329,26.0
3115,B3,,2018,8,Tuesday,19,Part Three,BLUE HILL AVE,7,42.28482577,-71.09137369,465.0
3115,B3,,2018,8,Tuesday,19,Part Three,BLUE HILL AVE,7,42.28482577,-71.09137369,465.0
423,B2,,2018,8,Tuesday,19,Part One,MARTIN LUTHER KING JR BL,7,0.0,0.0,nan
423,C6,,2018,8,Tuesday,18,Part One,ALLSTATE RD,7,42.32696647,-71.06198607,186.0
3301,E18,,2018,8,Tuesday,19,Part Three,WILTON ST,7,42.24891703,-71.12588341,522.0
617,D4,,2018,8,Friday,16,Part One,BOYLSTON ST,3,42.34601613,-71.0938121,624.0
3115,E18,,2018,8,Tuesday,17,Part Three,PARKSON ST,7,42.23430215,-71.13158084,527.0
3004,A1,,2018,8,Tuesday,19,Part Three,ESSEX ST,7,42.35235362,-71.05815283,116.0
1841,A1,,2018,8,Tuesday,18,Part Two,KINGSTON ST,7,42.35202275,-71.05932,116.0
802,A1,,2018,8,Tuesday,18,Part Two,KINGSTON ST,7,42.35202275,-71.05932,116.0
802,,,2018,8,Tuesday,18,Part Two,AUSTIN,7,-1.0,-1.0,nan
3114,C11,,2018,8,Tuesday,19,Part Three,GIBSON ST,7,42.29755533,-71.0597091,355.0
614,B2,,2018,8,Tuesday,10,Part One,DUDLEY ST,7,42.32104169,-71.07215291,183.0
3006,B3,,2018,8,Tuesday,18,Part Three,NIGHTINGALE ST,7,42.29474312,-71.08503786,441.0
3831,C11,,2018,8,Tuesday,8,Part Three,CRESCENT AVE,7,42.31894094,-71.05354584,245.0
3201,C6,,2018,8,Tuesday,16,Part Three,SEAPORT BLVD,7,42.35196451,-71.04611291,206.0
2907,E18,,2018,8,Tuesday,18,Part Two,HYDE PARK AVE,7,42.27380942,-71.11996035,498.0
3006,B3,,2018,8,Tuesday,17,Part Three,ELMONT ST,7,42.29881915,-71.07752992,446.0
2610,B2,,2018,8,Tuesday,18,Part Two,COLUMBUS AVE,7,42.32199334,-71.09836126,304.0
3109,C11,,2018,8,Tuesday,18,Part Three,BAILEY ST,7,0.0,0.0,nan
3114,B2,,2018,8,Tuesday,17,Part Three,HUMBOLDT AVE,7,42.31226446,-71.09020559,317.0
1102,B3,,2018,8,Monday,20,Part Two,SAVANNAH AVE,6,42.27300675,-71.10180005,474.0
2646,B2,,2018,8,Tuesday,18,Part Two,BLUE HILL AVE,7,0.0,0.0,nan
2906,E13,,2018,8,Tuesday,17,Part Two,AMORY ST,7,42.3217176,-71.09846743,303.0
3810,B2,,2018,8,Tuesday,17,Part Three,WARREN ST,7,42.32692266,-71.08313475,281.0
3109,A1,,2018,8,Tuesday,18,Part Three,ESSEX ST,7,42.35249436,-71.0613928,112.0
3109,C11,,2018,8,Tuesday,16,Part Three,HEMMINGWAY PRK,7,0.0,0.0,nan
1402,B2,,2018,8,Monday,15,Part Two,HOLBORN ST,6,42.31512218,-71.0825202,322.0
2907,D14,,2018,8,Tuesday,17,Part Two,BARROWS ST,7,42.35321536,-71.13833753,795.0
3301,C11,,2018,8,Tuesday,17,Part Three,BRINSLEY ST,7,42.30518113,-71.07880288,460.0
3201,A1,,2018,7,Saturday,1,Part Three,UNION ST,28,42.36148163,-71.05719146,78.0
1106,A1,,2018,7,Saturday,1,Part Two,UNION ST,28,42.36148163,-71.05719146,78.0
3115,C11,,2018,8,Tuesday,16,Part Three,HILL TOP ST,7,42.27922772,-71.05220313,385.0
3831,E5,,2018,8,Tuesday,16,Part Three,WASHINGTON ST,7,42.28537376,-71.12928626,680.0
802,E18,,2018,8,Tuesday,16,Part Two,AMERICAN LEGION HWY,7,42.28671034,-71.10822888,503.0
614,C6,,2018,8,Tuesday,16,Part One,E FOURTH ST,7,42.33492851,-71.02560029,228.0
3802,E13,,2018,8,Tuesday,8,Part Three,LAMARTINE ST,7,42.31844442,-71.10399969,578.0
2629,B2,,2018,8,Monday,16,Part Two,MAGNOLIA ST,6,42.31644092,-71.07085591,259.0
3109,A1,,2018,8,Tuesday,16,Part Three,ATLANTIC AVE,7,42.35083019,-71.05641803,115.0
423,B2,,2018,8,Tuesday,16,Part One,BROOKLEDGE ST,7,42.30956305,-71.08990197,318.0
802,B2,,2018,8,Tuesday,16,Part Two,BROOKLEDGE ST,7,42.30956305,-71.08990197,318.0
2610,A1,,2018,8,Tuesday,17,Part Two,WINTER ST,7,42.35602373,-71.06177615,102.0
3115,B2,,2018,7,Monday,13,Part Three,WASHINGTON ST,30,42.33094752,-71.08285104,287.0
613,D4,,2018,8,Tuesday,16,Part One,NEWBURY ST,7,42.34840576,-71.08688339,141.0
2670,A1,,2018,7,Wednesday,9,Part Two,CAMBRIDGE ST,11,42.36122324,-71.06593235,65.0
1843,D4,,2018,8,Tuesday,0,Part Two,TREMONT ST,7,42.34010961,-71.0788244,156.0
1849,D4,,2018,8,Tuesday,0,Part Two,TREMONT ST,7,42.34010961,-71.0788244,156.0
3115,D14,,2018,8,Tuesday,15,Part Three,BRIGHTON AVE,7,42.35329808,-71.13504948,795.0
2647,E18,,2018,8,Tuesday,16,Part Two,EDGEWATER DR,7,42.26485963,-71.09684579,482.0
706,D4,,2018,8,Saturday,19,Part One,JERSEY ST,4,0.0,0.0,nan
1874,B3,,2018,8,Tuesday,13,Part Two,IRMA ST,7,42.28633057,-71.08775877,429.0
3803,C11,,2018,8,Tuesday,15,Part Three,GENEVA AVE,7,42.30288559,-71.07056121,342.0
613,D4,,2018,8,Tuesday,16,Part One,NEWBURY ST,7,42.35176179,-71.07452168,134.0
3125,B3,,2018,8,Tuesday,15,Part Three,ROCKWELL ST,7,42.28339069,-71.07388628,417.0
3201,D14,,2018,8,Sunday,16,Part Three,KELTON ST,5,42.34650102,-71.13612792,793.0
3115,C11,,2018,7,Wednesday,0,Part Three,WASHINGTON ST,18,42.29057504,-71.07165726,362.0
3201,B3,,2018,8,Tuesday,16,Part Three,ARBORCREST TER,7,42.27249455,-71.08630841,423.0
3006,E5,,2018,8,Tuesday,15,Part Three,CROWN POINT DR,7,42.2578406,-71.14813948,822.0
3115,B3,,2018,8,Tuesday,15,Part Three,HANSBOROUGH ST,7,42.28810362,-71.09153335,465.0
3115,C11,,2018,8,Tuesday,15,Part Three,GENEVA AVE,7,42.30461251,-71.07296566,337.0
613,E18,,2018,8,Tuesday,15,Part One,RIVER ST,7,42.25592648,-71.12317207,521.0
3208,D4,,2018,8,Tuesday,14,Part Three,TREMONT ST,7,42.34701666,-71.06886238,161.0
3125,D4,,2018,8,Tuesday,15,Part Three,NEW SUDBURY,7,0.0,0.0,165.0
3115,E5,,2018,8,Tuesday,14,Part Three,VFW PKWY,7,42.2802082,-71.17087959,727.0
619,B2,,2018,7,Wednesday,5,Part One,DUDLEY ST,25,42.32872589,-71.08382217,280.0
1109,E13,,2018,8,Tuesday,15,Part Two,ATHERTON ST,7,42.31616207,-71.09903147,577.0
3208,C11,,2018,7,Friday,0,Part Three,DORCHESTER AVE,27,42.2809171,-71.06565421,403.0
3820,D4,,2018,8,Tuesday,15,Part Three,MASSACHUSETTS AVE,7,0.0,0.0,nan
3831,B2,,2018,8,Tuesday,14,Part Three,BLUE HILL AVE,7,0.0,0.0,nan
3115,A1,,2018,8,Tuesday,13,Part Three,SUMMER ST,7,42.35521625,-71.06012863,105.0
3207,B2,,2018,8,Monday,2,Part Three,HUMBOLDT AVE,6,42.31226446,-71.09020559,317.0
3115,C6,,2018,8,Tuesday,11,Part Three,HARBOR ST,7,42.34570901,-71.03596974,207.0
3803,D4,,2018,8,Tuesday,14,Part Three,ALBANY ST,7,42.33806549,-71.06707972,172.0
619,B2,,2018,7,Friday,15,Part One,HOMESTEAD ST,27,42.31127726,-71.08909334,318.0
3115,D14,,2018,8,Tuesday,13,Part Three,GLENVILLE AVE,7,42.35091402,-71.13197892,794.0
735,B3,,2018,8,Tuesday,13,Other,MORTON ST,7,42.28127425,-71.08654557,428.0
3410,B2,,2018,8,Tuesday,13,Part Three,WENDOVER ST,7,42.31882655,-71.06605368,238.0
2906,B2,,2018,8,Tuesday,13,Part Two,WENDOVER ST,7,42.31882655,-71.06605368,238.0
3207,E18,,2018,8,Tuesday,14,Part Three,HYDE PARK AVE,7,42.25621592,-71.12401947,520.0
3115,E13,,2018,8,Monday,16,Part Three,HYDE PARK AVE,6,42.29322645,-71.11765636,508.0
542,D4,,2018,8,Monday,7,Part One,WALTHAM ST,6,42.3419598,-71.06913092,163.0
520,D14,,2018,8,Thursday,18,Part One,ASHFORD CT,2,42.35437654,-71.12611162,799.0
3115,E13,,2018,8,Tuesday,14,Part Three,BALLARD ST,7,42.30837648,-71.1179219,649.0
617,D4,,2018,7,Sunday,0,Part One,W CONCORD ST,22,42.33961962,-71.07699237,156.0
1402,A1,,2018,8,Tuesday,13,Part Two,BOYLSTON ST,7,42.3523119,-71.0637051,111.0
2647,A1,,2018,8,Tuesday,13,Part Two,BOYLSTON ST,7,42.3523119,-71.0637051,111.0
3831,D4,,2018,8,Monday,18,Part Three,MONSIGNOR REYNOLDS WAY,6,42.34034975,-71.06954478,905.0
3201,B2,,2018,8,Tuesday,14,Part Three,BURRELL ST,7,42.3231484,-71.07004417,182.0
802,B2,,2018,8,Tuesday,13,Part Two,MARVIN ST,7,42.32988771,-71.08445915,265.0
613,A1,,2018,8,Tuesday,13,Part One,FANEUIL HALL MARKETPLACE,7,42.35997967,-71.05474135,94.0
3802,A1,,2018,8,Tuesday,12,Part Three,REVERE ST,7,42.35952409,-71.06883721,66.0
2629,A7,,2018,8,Tuesday,12,Part Two,ORIENT AVE,7,42.39035323,-71.0051911,8.0
3831,C11,,2018,8,Friday,23,Part Three,DRAPER ST,3,42.30540715,-71.06547135,340.0
3810,D14,,2018,8,Tuesday,12,Part Three,COMMONWEALTH AVE,7,42.35160823,-71.12078088,nan
3830,D14,,2018,8,Tuesday,12,Part Three,COMMONWEALTH AVE,7,42.35160823,-71.12078088,nan
3112,B2,,2018,8,Tuesday,13,Part Three,HUMBOLDT AVE,7,42.31226446,-71.09020559,317.0
2405,A7,,2018,8,Tuesday,12,Part Two,BRANDYWYNE DR,7,42.38783615,-71.01203798,12.0
802,A7,,2018,8,Tuesday,12,Part Two,BRANDYWYNE DR,7,42.38783615,-71.01203798,12.0
3410,C11,,2018,8,Tuesday,9,Part Three,LITHGOW ST,7,42.2896398,-71.07046114,398.0
3802,C6,,2018,8,Tuesday,6,Part Three,W BROADWAY,7,42.34128751,-71.05467933,200.0
3114,E13,,2018,8,Tuesday,12,Part Three,ADELAIDE ST,7,42.31728955,-71.11001555,637.0
2629,A1,,2017,1,Sunday,12,Part Two,CHURCH ST,1,42.34934239,-71.0683096,125.0
3201,E18,,2018,7,Thursday,10,Part Three,AUSTIN ST,5,42.26107427,-71.12583831,544.0
3831,D4,,2018,7,Monday,22,Part Three,TREMONT ST,9,42.34495867,-71.07011466,160.0
3170,C11,,2018,8,Tuesday,11,Part Three,WASHINGTON ST,7,42.29360585,-71.0718865,359.0
3006,C11,,2018,8,Tuesday,10,Part Three,,7,0.0,0.0,nan
616,A1,,2018,8,Monday,21,Part One,HANOVER ST,6,42.36179428,-71.0571127,78.0
615,A7,,2018,8,Monday,0,Part One,WILLIAM F MCCLELLAN HWY,6,42.39352862,-71.01158244,11.0
1102,C11,,2018,7,Tuesday,0,Part Two,GENEVA AVE,31,42.30209614,-71.06922842,342.0
3006,B3,,2018,8,Tuesday,11,Part Three,NIGHTINGALE ST,7,42.29474312,-71.08503786,441.0
2900,C6,,2018,8,Tuesday,7,Part Two,E THIRD ST,7,42.33650002,-71.03545325,222.0
3115,C11,,2018,8,Tuesday,9,Part Three,BAY ST,7,42.31125758,-71.05708824,254.0
3502,B3,,2018,8,Sunday,7,Part Three,CLARKWOOD ST,5,42.28013735,-71.09079826,427.0
2905,D4,,2018,8,Tuesday,12,Part Two,HERALD ST,7,0.0,0.0,nan
3831,D14,,2018,7,Saturday,22,Part Three,ARLINGTON ST,21,42.35227289,-71.15401008,769.0
3201,A1,,2018,7,Tuesday,14,Part Three,ATLANTIC AVE,10,42.35438252,-71.05213281,114.0
3115,D4,,2018,8,Tuesday,11,Part Three,TREMONT ST,7,42.34495867,-71.07011466,160.0
3803,C6,,2018,8,Tuesday,11,Part Three,SUMMER ST,7,42.35022637,-71.050134,206.0
1830,C11,,2018,8,Tuesday,11,Part Two,PLEASANT ST,7,42.31190475,-71.05910531,255.0
3201,A1,,2018,6,Tuesday,11,Part Three,BOYLSTON ST,19,42.3523119,-71.0637051,111.0
1201,D4,,2018,8,Tuesday,11,Part Two,COLUMBUS AVE,7,42.34657497,-71.0743865,149.0
706,E18,,2018,8,Sunday,8,Part One,CANTERBURY ST,5,42.28786728,-71.10934988,503.0
3820,B2,,2018,8,Tuesday,11,Part Three,PARKER ST,7,0.0,0.0,nan
3831,D14,,2018,8,Tuesday,11,Part Three,MATCHETT ST,7,42.35368073,-71.1703941,756.0
616,D14,,2018,8,Monday,19,Part One,COMMONWEALTH AVE,6,42.3455505,-71.14135785,791.0
1102,E18,,2018,8,Tuesday,11,Part Two,NEPONSET AVE,7,42.24798117,-71.11830421,516.0
3006,E5,,2018,8,Tuesday,10,Part Three,HASTINGS ST,7,42.28678123,-71.15741315,736.0
613,A1,,2018,8,Tuesday,11,Part One,WINTER ST,7,42.35602373,-71.06177615,102.0
3801,C11,,2018,8,Tuesday,11,Part Three,DORCHESTER AVE,7,42.31296937,-71.05720983,247.0
3410,E13,,2018,8,Tuesday,8,Part Three,MARK ST,7,42.32274883,-71.10937558,582.0
802,C6,,2018,8,Tuesday,10,Part Two,MASSACHUSETTS AVE,7,42.32553801,-71.06579592,186.0
3006,C6,,2018,8,Tuesday,10,Part Three,COURTHOUSE WAY,7,42.35404844,-71.04639023,207.0
614,C6,,2018,8,Saturday,20,Part One,ALGER ST,4,42.33282966,-71.057776,174.0
1402,C6,,2018,8,Saturday,20,Part Two,ALGER ST,4,42.33282966,-71.057776,174.0
3831,D14,,2018,8,Tuesday,8,Part Three,MARKET ST,7,42.35346567,-71.15078651,779.0
1107,A1,,2017,2,Friday,0,Part Two,BOYLSTON ST,10,42.3523119,-71.0637051,111.0
1402,E13,,2018,8,Tuesday,8,Part Two,SAINT ROSE ST,7,42.30471224,-71.11794342,650.0
3201,D4,,2018,7,Tuesday,12,Part Three,HARRISON AVE,24,42.34285014,-71.06516235,165.0
3801,C11,,2018,8,Tuesday,10,Part Three,MELVILLE LN,7,42.2932487,-71.07113901,362.0
3109,C11,,2018,8,Tuesday,10,Part Three,TOPLIFF ST,7,42.30336787,-71.06827221,342.0
1849,A1,,2018,8,Tuesday,10,Part Two,TAMWORTH ST,7,42.35181078,-71.06422931,117.0
2610,A1,,2018,8,Tuesday,10,Part Two,TAMWORTH ST,7,42.35181078,-71.06422931,117.0
1107,A1,,2018,8,Tuesday,10,Part Two,NASSAU ST,7,42.34880604,-71.06285447,123.0
802,A1,,2018,8,Tuesday,9,Part Two,ATLANTIC AVE,7,42.35877445,-71.05157653,95.0
3115,B2,,2018,8,Tuesday,10,Part Three,WASHINGTON ST,7,42.32866284,-71.08563401,282.0
727,C11,,2018,8,Sunday,21,Part One,DRAPER ST,5,42.30358612,-71.06437082,345.0
2660,E5,,2018,8,Tuesday,9,Part Two,VFW PKWY,7,42.26932098,-71.17204938,724.0
2660,B2,,2018,8,Tuesday,10,Part Two,SCHROEDER PLZ,7,42.33367922,-71.09187755,289.0
2647,B3,,2018,8,Monday,23,Part Two,KINGSDALE ST,6,42.29478707,-71.08206875,441.0
3006,D4,,2018,8,Tuesday,9,Part Three,HUNTINGTON AVE,7,42.34613087,-71.08094439,143.0
3410,B3,,2018,8,Tuesday,9,Part Three,,7,42.28478653,-71.09428545,nan
3410,A15,,2018,8,Tuesday,7,Part Three,GREEN ST,7,42.3770895,-71.06306792,55.0
3620,A7,,2018,8,Tuesday,10,Part Three,PARIS ST,7,42.37081805,-71.03929078,28.0
1402,E18,,2018,7,Sunday,10,Part Two,WALNUT ST,29,42.25259863,-71.1211867,521.0
3301,A7,,2018,8,Tuesday,9,Part Three,LEXINGTON ST,7,42.38069279,-71.02954916,17.0
3802,E5,,2018,8,Tuesday,7,Part Three,CUMMINS HWY,7,42.28296298,-71.12398961,558.0
3410,C11,,2018,8,Tuesday,8,Part Three,CHARLES ST,7,42.29990887,-71.06424768,356.0
1501,E13,,2018,8,Tuesday,9,Part Two,ATHERTON ST,7,0.0,0.0,nan
2907,E13,,2018,8,Tuesday,9,Part Two,ATHERTON ST,7,0.0,0.0,nan
614,D14,,2018,8,Friday,3,Part One,EVERETT ST,3,42.36142133,-71.13605855,810.0
3803,C11,,2018,8,Tuesday,8,Part Three,BELFORT ST,7,42.31502731,-71.05458366,249.0
3301,B2,,2018,8,Tuesday,9,Part Three,CHENEY ST,7,42.30970016,-71.08582414,319.0
301,A1,,2018,8,Friday,8,Part One,WINTER ST,3,42.35554806,-71.0607314,111.0
3006,B2,,2018,8,Tuesday,8,Part Three,CASTLEGATE RD,7,42.30700371,-71.08313157,330.0
735,A7,,2018,8,Tuesday,21,Other,FAYWOOD AVE,7,42.39112008,-71.00229699,2.0
1402,A7,,2018,8,Tuesday,21,Part Two,FAYWOOD AVE,7,42.39112008,-71.00229699,2.0
3410,A7,,2018,8,Tuesday,21,Part Three,FAYWOOD AVE,7,42.39112008,-71.00229699,2.0
3114,D4,,2018,8,Friday,17,Part Three,COLUMBUS AVE,3,42.3408159,-71.0813838,155.0
1001,C11,,2018,8,Tuesday,9,Part Two,DORCHESTER AVE,7,42.2843982,-71.06468373,395.0
3115,B2,,2018,8,Tuesday,9,Part Three,COLUMBIA RD,7,42.31578,-71.066399,332.0
3821,B2,,2018,8,Tuesday,9,Part Three,AVENUE LOUIS PASTEUR,7,0.0,0.0,nan
615,D4,,2018,8,Monday,21,Part One,PARK DR,6,42.34598862,-71.1047765,629.0
3410,B2,,2018,8,Tuesday,7,Part Three,DUDLEY ST,7,42.32943141,-71.08901233,292.0
3410,C11,,2018,8,Tuesday,7,Part Three,PLEASANT ST,7,42.31795676,-71.05900911,244.0
423,E13,,2018,8,Tuesday,9,Part One,CENTRE ST,7,42.32283759,-71.10096723,912.0
619,D4,,2018,8,Wednesday,8,Part One,APPLETON ST,1,42.34539406,-71.07380247,150.0
3006,D4,,2018,8,Tuesday,8,Part Three,COMMONWEALTH AVE,7,0.0,0.0,nan
614,D4,,2018,8,Monday,15,Part One,BEACON ST,6,42.35275712,-71.08240215,135.0
614,D14,,2018,8,Saturday,2,Part One,VINELAND ST,4,42.35757826,-71.15084361,768.0
2647,D4,,2018,8,Monday,12,Part Two,HARRISON AVE,6,42.335007,-71.075067,170.0
801,D4,,2018,8,Monday,12,Part Two,HARRISON AVE,6,42.335007,-71.075067,170.0
3831,D14,,2018,8,Monday,18,Part Three,ORKNEY RD,6,42.33735844,-71.14815254,790.0
3115,B3,,2018,8,Tuesday,7,Part Three,ROSEDALE ST,7,42.29244178,-71.07320696,450.0
3109,B2,,2018,8,Tuesday,8,Part Three,ABBOTSFORD ST,7,42.31462973,-71.0926152,316.0
3115,D14,,2018,8,Tuesday,8,Part Three,FIDELIS WAY,7,42.34531664,-71.14298078,938.0
613,B2,,2018,8,Tuesday,7,Part One,LONGWOOD AVE,7,42.33857,-71.10670681,593.0
3810,E5,,2018,8,Tuesday,7,Part Three,WASHINGTON ST,7,42.28471678,-71.12998991,680.0
2905,E13,,2018,8,Tuesday,8,Part Two,COLUMBUS AVE,7,42.31506898,-71.09746579,930.0
3109,B3,,2018,8,Tuesday,8,Part Three,RIDGEVIEW AVE,7,42.27373497,-71.08468924,423.0
615,E18,,2018,8,Friday,16,Part One,WESTINGHOUSE PLZ,3,42.24422964,-71.13251945,533.0
619,E18,,2018,8,Friday,16,Part One,WESTINGHOUSE PLZ,3,42.24422964,-71.13251945,533.0
3803,E13,,2018,8,Tuesday,7,Part Three,HYDE PARK AVE,7,42.29697913,-71.11561599,509.0
1830,C11,,2018,8,Tuesday,6,Part Two,KIMBALL ST,7,42.30465964,-71.0580552,348.0
3807,A1,,2018,8,Tuesday,7,Part Three,WASHINGTON ST,7,42.34997256,-71.06348817,123.0
2405,A1,,2018,8,Tuesday,5,Part Two,BOYLSTON ST,7,0.0,0.0,nan
617,D4,,2018,8,Tuesday,6,Part One,MARLBOROUGH ST,7,42.3531455,-71.07763936,132.0
3108,C11,,2018,8,Tuesday,1,Part Three,ROBINSON ST,7,42.30277884,-71.06210293,345.0
619,C6,,2018,8,Tuesday,14,Part One,OLD COLONY AVE,21,42.33263418,-71.05370299,216.0
1300,C6,,2018,8,Tuesday,14,Part Two,OLD COLONY AVE,21,42.33263418,-71.05370299,216.0
2905,C6,,2018,8,Tuesday,14,Part Two,OLD COLONY AVE,21,42.33263418,-71.05370299,216.0
